issue_id,screenshot_reference,module,component,observed_evidence,issue_class,severity,priority,why_it_matters,what_to_implement,how_to_implement,where_to_change,owner_agent,when_sequence,dependencies,ai_agent_query,proof_required,acceptance_criteria,test_cases,rollback_plan,final_result_required,current_status
"M050","S20: f1c4a1ee live-gate validation/human/rho failures","Live Gate","Rho mismatch","Live Gate rho 0.200; Audit shows 0.61 and one ledger line showed 0.9.","Metric integrity","CRITICAL","P0","Model quality cannot be determined.","Recompute Spearman from one matured cohort.","Publish raw ranks, tie/null policy, per-day values, aggregate method and cohort hash.","Validation pipeline and all consumers.","Independent Model Validation Agent","Phase 0-1, days 1-3","M014,M049.","You are the Independent Model Validation Agent. Resolve M050 in Live Gate / Rho mismatch. Observed evidence: Live Gate rho 0.200; Audit shows 0.61 and one ledger line showed 0.9.. WHAT: Recompute Spearman from one matured cohort.. HOW: Publish raw ranks, tie/null policy, per-day values, aggregate method and cohort hash.. WHERE: Validation pipeline and all consumers.. WHEN: Phase 0-1, days 1-3. Dependencies: M014,M049.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw cohort artifact, executable recomputation and independent check.. Acceptance: Recomputation matches UI/API to four decimals everywhere.. Run tests: Ties, nulls, constant ranks, weighting, late outcome and cached result tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Raw cohort artifact, executable recomputation and independent check.","Recomputation matches UI/API to four decimals everywhere.","Ties, nulls, constant ranks, weighting, late outcome and cached result tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M051","S20: f1c4a1ee live-gate validation/human/rho failures","Live Gate","Human approval semantics","human_approved fails by design although PAPER/ANALYZER does not require live approval.","Gate taxonomy","HIGH","P1","A deliberate safety lock appears as a technical failure.","Separate safety baseline, technical readiness and promotion authorization.","Three sections with distinct counts; human approval evaluated only in promotion ceremony.","Gate registry and Live Gate UI.","Safety Governance Agent","Phase 1, week 1","M002,M013.","You are the Safety Governance Agent. Resolve M051 in Live Gate / Human approval semantics. Observed evidence: human_approved fails by design although PAPER/ANALYZER does not require live approval.. WHAT: Separate safety baseline, technical readiness and promotion authorization.. HOW: Three sections with distinct counts; human approval evaluated only in promotion ceremony.. WHERE: Gate registry and Live Gate UI.. WHEN: Phase 1, week 1. Dependencies: M002,M013.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Taxonomy ADR and UI snapshots.. Acceptance: Paper readiness does not count human approval as failure; live promotion still requires signed approval.. Run tests: Paper/analyzer/live candidate/promotion states.. Return the mandatory final-result JSON with artifact URIs and hashes.","Taxonomy ADR and UI snapshots.","Paper readiness does not count human approval as failure; live promotion still requires signed approval.","Paper/analyzer/live candidate/promotion states.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M052","Runtime audit: undefined","Live Gate","env_live_disabled inversion","env_live_disabled is PASS because LIVE_TRADING_ENABLED=0, yet live-readiness panel counts it among passed gates.","Gate semantics","HIGH","P1","Safety lock is confused with readiness progress.","Move LIVE disabled to immutable safety baseline, not readiness numerator.","Separate safety assertions from promotion prerequisites and authorization.","Gate evaluator/UI.","Safety Gate Agent","Phase 1, week 1","M051.","You are the Safety Gate Agent. Resolve M052 in Live Gate / env_live_disabled inversion. Observed evidence: env_live_disabled is PASS because LIVE_TRADING_ENABLED=0, yet live-readiness panel counts it among passed gates.. WHAT: Move LIVE disabled to immutable safety baseline, not readiness numerator.. HOW: Separate safety assertions from promotion prerequisites and authorization.. WHERE: Gate evaluator/UI.. WHEN: Phase 1, week 1. Dependencies: M051.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Before/after count manifest and policy tests.. Acceptance: Readiness count cannot improve merely because live is disabled; safety baseline remains green.. Run tests: Flag 0/1, unauthorized change, paper/live modes.. Return the mandatory final-result JSON with artifact URIs and hashes.","Before/after count manifest and policy tests.","Readiness count cannot improve merely because live is disabled; safety baseline remains green.","Flag 0/1, unauthorized change, paper/live modes.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M053","S20: f1c4a1ee live-gate validation/human/rho failures","Live Gate","Hardcoded max loss","Max daily loss ₹5000 hardcoded in kill_switch.json.","Risk configuration","HIGH","P1","Hardcoded limit lacks versioned approval and portfolio scaling.","Move to protected versioned risk policy with bounds and approvals.","Schema validation, two-person change control, environment scoping, effective timestamp, rollback and kill-switch test.","Risk config service and gate.","Risk Controls Agent","Phase 2, week 1-2","M002.","You are the Risk Controls Agent. Resolve M053 in Live Gate / Hardcoded max loss. Observed evidence: Max daily loss ₹5000 hardcoded in kill_switch.json.. WHAT: Move to protected versioned risk policy with bounds and approvals.. HOW: Schema validation, two-person change control, environment scoping, effective timestamp, rollback and kill-switch test.. WHERE: Risk config service and gate.. WHEN: Phase 2, week 1-2. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Signed policy artifact, change audit, enforcement and kill-switch drill.. Acceptance: Limit is immutable at runtime without authorized workflow and is enforced before/after every simulated order event.. Run tests: Boundary, concurrent orders, restart, config tamper and kill-switch tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Signed policy artifact, change audit, enforcement and kill-switch drill.","Limit is immutable at runtime without authorized workflow and is enforced before/after every simulated order event.","Boundary, concurrent orders, restart, config tamper and kill-switch tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M054","Runtime audit: undefined","Risk","Zero Greeks with option position","Risk panel shows all Greeks 0.0000 while broker has POWERGRID Aug 2026 280 CE position.","Risk calculation","CRITICAL","P0","Derivative risk is materially understated.","Validate option mapping, volatility/rate inputs and Greeks engine.","Map security ID/expiry/strike/type; calculate per-position and aggregate Greeks; mark unavailable rather than zero.","Portfolio risk service.","Independent Risk Agent","Phase 0-2, 1-2 weeks","M011,M012.","You are the Independent Risk Agent. Resolve M054 in Risk / Zero Greeks with option position. Observed evidence: Risk panel shows all Greeks 0.0000 while broker has POWERGRID Aug 2026 280 CE position.. WHAT: Validate option mapping, volatility/rate inputs and Greeks engine.. HOW: Map security ID/expiry/strike/type; calculate per-position and aggregate Greeks; mark unavailable rather than zero.. WHERE: Portfolio risk service.. WHEN: Phase 0-2, 1-2 weeks. Dependencies: M011,M012.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Independent Greeks calculation, input snapshot and mapping trace.. Acceptance: Option position has justified nonzero or explicitly unavailable Greeks; never silent zero fallback.. Run tests: Expired/ITM/OTM/zero IV/missing rate/large qty/mapping failure tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Independent Greeks calculation, input snapshot and mapping trace.","Option position has justified nonzero or explicitly unavailable Greeks; never silent zero fallback.","Expired/ITM/OTM/zero IV/missing rate/large qty/mapping failure tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M055","Runtime audit: undefined","Risk","VaR/ES proof","VaR95 -₹122,255.66 and ES -₹247,393.97 shown without method/window/backtest.","Risk model proof","CRITICAL","P0","Large risk numbers are not independently interpretable.","Publish methodology, inputs, window, confidence, stress and backtest exceptions.","Historical plus parametric cross-check, liquidity add-on, concentration, option repricing and P&L attribution.","Risk API/UI and proof registry.","Independent Risk Agent","Phase 1-3, 2-3 weeks","M054,M039.","You are the Independent Risk Agent. Resolve M055 in Risk / VaR/ES proof. Observed evidence: VaR95 -₹122,255.66 and ES -₹247,393.97 shown without method/window/backtest.. WHAT: Publish methodology, inputs, window, confidence, stress and backtest exceptions.. HOW: Historical plus parametric cross-check, liquidity add-on, concentration, option repricing and P&L attribution.. WHERE: Risk API/UI and proof registry.. WHEN: Phase 1-3, 2-3 weeks. Dependencies: M054,M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Position input snapshot, executable notebook, exception report and benchmark.. Acceptance: Independent recomputation within tolerance; policy limits and breaches visible.. Run tests: Insufficient history, options nonlinear shock, stale prices, concentration, missing data tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Position input snapshot, executable notebook, exception report and benchmark.","Independent recomputation within tolerance; policy limits and breaches visible.","Insufficient history, options nonlinear shock, stale prices, concentration, missing data tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M056","Runtime audit: undefined","Performance","Negative costed backtest","8 OOS trades, net -₹102,636.35; pipeline proof only.","Strategy validation","CRITICAL","P0","Strategy is not economically proven.","Keep promotion blocked and run larger leakage-free walk-forward tournament.","Purged/embargoed splits, realistic costs/capacity, regime slices, multiple-comparison control, frozen OOS.","Research/backtest pipeline.","Quant Research Agent","Phase 3-5, 4-8 weeks minimum","M011,M043.","You are the Quant Research Agent. Resolve M056 in Performance / Negative costed backtest. Observed evidence: 8 OOS trades, net -₹102,636.35; pipeline proof only.. WHAT: Keep promotion blocked and run larger leakage-free walk-forward tournament.. HOW: Purged/embargoed splits, realistic costs/capacity, regime slices, multiple-comparison control, frozen OOS.. WHERE: Research/backtest pipeline.. WHEN: Phase 3-5, 4-8 weeks minimum. Dependencies: M011,M043.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Frozen datasets/code hash/trade ledger/confidence intervals/benchmark comparison.. Acceptance: Positive robust costed evidence across regimes and independent replication; otherwise remain blocked.. Run tests: Leakage, parameter sweep, costs, capacity, survivorship, corporate actions and regime tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Frozen datasets/code hash/trade ledger/confidence intervals/benchmark comparison.","Positive robust costed evidence across regimes and independent replication; otherwise remain blocked.","Leakage, parameter sweep, costs, capacity, survivorship, corporate actions and regime tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M057","Runtime audit: undefined","Model","Missing forecast/confidence history","Genesis shows no forecast distribution, confidence bands or decision audit rows.","Model observability","HIGH","P1","Current prediction cannot be calibrated or audited.","Store and expose forecast distributions, calibration and decision events.","Versioned prediction event with distribution, confidence interval, features hash and audit rationale.","Prediction ledger and Genesis UI.","Model Observability Agent","Phase 2-3, 2-3 weeks","M014.","You are the Model Observability Agent. Resolve M057 in Model / Missing forecast/confidence history. Observed evidence: Genesis shows no forecast distribution, confidence bands or decision audit rows.. WHAT: Store and expose forecast distributions, calibration and decision events.. HOW: Versioned prediction event with distribution, confidence interval, features hash and audit rationale.. WHERE: Prediction ledger and Genesis UI.. WHEN: Phase 2-3, 2-3 weeks. Dependencies: M014.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Historical events, calibration plot data, decision audit artifacts.. Acceptance: Every prediction has traceable distribution and outcome; empty state includes blocker.. Run tests: Binary/multiclass, missing bands, recalibration, model switch and stale history tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Historical events, calibration plot data, decision audit artifacts.","Every prediction has traceable distribution and outcome; empty state includes blocker.","Binary/multiclass, missing bands, recalibration, model switch and stale history tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M058","Runtime audit: undefined","Model","Drift/anomaly/retraining placeholders","Drift --, anomaly WAITING, retraining WAITING with no cadence or thresholds.","MLOps observability","HIGH","P1","Degradation can go undetected.","Implement feature/performance drift, anomaly policy and retrain governance.","PSI/KS plus prediction drift, minimum sample, alerts, shadow retrain, approval and rollback.","MLOps monitoring and Genesis UI.","MLOps Monitoring Agent","Phase 3-4, weeks 3-5","M014,M057.","You are the MLOps Monitoring Agent. Resolve M058 in Model / Drift/anomaly/retraining placeholders. Observed evidence: Drift --, anomaly WAITING, retraining WAITING with no cadence or thresholds.. WHAT: Implement feature/performance drift, anomaly policy and retrain governance.. HOW: PSI/KS plus prediction drift, minimum sample, alerts, shadow retrain, approval and rollback.. WHERE: MLOps monitoring and Genesis UI.. WHEN: Phase 3-4, weeks 3-5. Dependencies: M014,M057.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Baseline artifact, threshold policy, synthetic drift test and retrain report.. Acceptance: Drift status always includes window/sample/threshold; retrain cannot auto-promote.. Run tests: Small sample, seasonality, missing features, abrupt/gradual drift and rollback tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Baseline artifact, threshold policy, synthetic drift test and retrain report.","Drift status always includes window/sample/threshold; retrain cannot auto-promote.","Small sample, seasonality, missing features, abrupt/gradual drift and rollback tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M059","Runtime audit: undefined","Multibagger","All stages waiting","Candidate ranking, horizons, probability, fundamentals, governance, ownership, valuation and outcome ledger all waiting.","Research readiness","MEDIUM","P2","Feature exists without validated data contracts.","Define staged point-in-time research pipeline or keep hidden.","Authoritative sources, survivorship controls, publication gates, outcome ledger and citations.","Research backend/UI.","Fundamental Research Agent","Phase 5, after P0/P1 safety","M011,M014, licensing.","You are the Fundamental Research Agent. Resolve M059 in Multibagger / All stages waiting. Observed evidence: Candidate ranking, horizons, probability, fundamentals, governance, ownership, valuation and outcome ledger all waiting.. WHAT: Define staged point-in-time research pipeline or keep hidden.. HOW: Authoritative sources, survivorship controls, publication gates, outcome ledger and citations.. WHERE: Research backend/UI.. WHEN: Phase 5, after P0/P1 safety. Dependencies: M011,M014, licensing.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Stage contracts, sample candidate dossier and point-in-time reproduction.. Acceptance: Zero candidates until every mandatory stage passes; no fabricated probability.. Run tests: Restatement, delisting, stale fundamentals, ownership update and outcome tracking tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Stage contracts, sample candidate dossier and point-in-time reproduction.","Zero candidates until every mandatory stage passes; no fabricated probability.","Restatement, delisting, stale fundamentals, ownership update and outcome tracking tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M060","Multiple: undefined","Accessibility","Color-only status and contrast","Green/red/orange badges and tiny low-contrast monospace text carry critical meaning.","Accessibility","HIGH","P1","Color-blind and low-vision users may miss safety state.","Add text/icons/patterns, larger critical text and WCAG contrast.","Design tokens, semantic status component, 200% zoom and reduced motion.","All status badges/tables/cards.","Accessibility Agent","Phase 2-3, weeks 1-2","M001.","You are the Accessibility Agent. Resolve M060 in Accessibility / Color-only status and contrast. Observed evidence: Green/red/orange badges and tiny low-contrast monospace text carry critical meaning.. WHAT: Add text/icons/patterns, larger critical text and WCAG contrast.. HOW: Design tokens, semantic status component, 200% zoom and reduced motion.. WHERE: All status badges/tables/cards.. WHEN: Phase 2-3, weeks 1-2. Dependencies: M001.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Axe report, contrast measurements and assistive-tech screenshots.. Acceptance: WCAG 2.2 AA; status meaning available without color.. Run tests: Color-blind simulation, high contrast, 200/400% zoom, screen reader tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Axe report, contrast measurements and assistive-tech screenshots.","WCAG 2.2 AA; status meaning available without color.","Color-blind simulation, high contrast, 200/400% zoom, screen reader tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M061","S17: 56323462 table sorting arrows marked missing","Tables","Persistent user preferences","Sort/filter/visibility preferences are absent or unclear.","Table usability","MEDIUM","P2","Analysis is slow and nonreproducible.","Persist multi-sort, filters, visible columns, density and ATM range by user/table/schema version.","Validated local or profile storage; reset control; URL share state for reproducibility.","Reusable DataTable/preferences service.","Frontend Table Agent","Phase 3, week 2","M027.","You are the Frontend Table Agent. Resolve M061 in Tables / Persistent user preferences. Observed evidence: Sort/filter/visibility preferences are absent or unclear.. WHAT: Persist multi-sort, filters, visible columns, density and ATM range by user/table/schema version.. HOW: Validated local or profile storage; reset control; URL share state for reproducibility.. WHERE: Reusable DataTable/preferences service.. WHEN: Phase 3, week 2. Dependencies: M027.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Preference schema, migration and reload recording.. Acceptance: Preferences restore accurately and safely reset after incompatible schema change.. Run tests: Reload, new tab, schema upgrade, corrupt storage and reset tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Preference schema, migration and reload recording.","Preferences restore accurately and safely reset after incompatible schema change.","Reload, new tab, schema upgrade, corrupt storage and reset tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M062","Multiple: undefined","Proof system","Artifact registry","Proof text often cites API/script/path but lacks immutable artifact link/hash.","Audit evidence","CRITICAL","P0","PASS cannot be independently reproduced.","Create append-only proof artifact registry.","Store artifact ID, type, URI, SHA256, build/config/model/data versions, producer, generated_at, expiry and supersedes.","Backend proof service and all gates/cards.","Proof Registry Agent","Phase 0-2, 1-2 weeks","M002.","You are the Proof Registry Agent. Resolve M062 in Proof system / Artifact registry. Observed evidence: Proof text often cites API/script/path but lacks immutable artifact link/hash.. WHAT: Create append-only proof artifact registry.. HOW: Store artifact ID, type, URI, SHA256, build/config/model/data versions, producer, generated_at, expiry and supersedes.. WHERE: Backend proof service and all gates/cards.. WHEN: Phase 0-2, 1-2 weeks. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Registry schema, sample signed manifest, tamper test and access controls.. Acceptance: Every PASS links to current immutable artifact with verified hash.. Run tests: Missing/tampered/expired/wrong-build/unauthorized artifact tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Registry schema, sample signed manifest, tamper test and access controls.","Every PASS links to current immutable artifact with verified hash.","Missing/tampered/expired/wrong-build/unauthorized artifact tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
